text,labels
Thanks for your help!,2
Can you speak in Spanish?,11
That's not what I meant.,4
You're doing a great job!,7
I'm not sure I understand.,9
Have a great day!,1
That's a good idea.,3
"Not really, I'm good.",4
How can you assist me?,6
I'd love to chat about the weather.,5
Your suggestion was helpful.,7
Let's switch to French.,11
I'm happy with the service.,7
Can you explain that again?,9
You could improve by...,10
I'm not satisfied.,8
I appreciate your help!,2
That's not correct.,4
Let's discuss something else.,5
"Goodbye, see you later!",1
You did a great job!,7
"Hello, how are you doing?",0
"Great job, thank you for helping me out!",2
Can you explain how this feature works?,9
I'm not sure I understand what you mean by 'best practices'.,9
Could you please switch to English for me?,11
"This is a fantastic service, I really appreciate it!",7
"The response time is too slow, it needs improvement.",8
"Sure, I agree with that statement.",3
I think there might be a better way to handle this.,10
"Goodbye, see you next time!",1
"I'm a bit confused about the next steps, can you help?",9
"Your customer service is amazing, keep it up!",7
"No, I don't think that's how it should be done.",4
Is there any way you can speed up the process?,10
"I've been here for an hour, can we finish now?",5
What are the main benefits of using your product?,9
"That's not true, I have some evidence to the contrary.",4
Can you tell me about the security measures you have in place?,9
It would be great if you could introduce some new features.,10
"I'd hate to see this service go, it's really helpful!",7
How do I upgrade to the premium version?,9
"The UI is a bit confusing, any chance it could be improved?",8
It's been nice chatting with you!,1
Could you provide more details about the return policy?,9
"That's a good point, I will consider it.",3
"Hi, how are you doing today?",0
"Goodbye, have a safe trip!",1
"Thank you so much for your help, it really means a lot!",2
"Yes, I agree with your point of view.",3
I don't think that's the right approach.,4
"So, what do you think about the new movie?",5
Can you tell me what you can do?,6
"Your service is excellent, keep up the good work!",7
"I'm not satisfied with the response I got, it was too vague.",8
Could you explain that a bit more clearly?,9
I think you should add more interactive features to the bot.,10
Can we switch to Spanish for the rest of our conversation?,11
"Hello, it’s nice to meet you!",0
"Bye, take care!",1
"I appreciate your quick response, thanks!",2
"That sounds like a great idea, I'm all in!",3
"I disagree, I think there are better options available.",4
What do you think about the weather today?,5
What can you do with images? Can you edit them?,6
The bot is very user-friendly and easy to interact with.,7
"The support team was not very helpful, I had to wait too long.",8
"I didn't understand the last part, could you clarify it please?",9
You should consider adding more language options to the bot.,10
Can we switch to German for a bit?,11
"Hey, how’s it going?",0
"Hello, how are you?",0
I'd like to provide some feedback on the service.,7
Can you tell me more about your features?,6
I disagree with what you said.,4
What's the weather like today?,5
"I love using your bot, it's so helpful!",7
Can you change the language to Spanish?,11
"That's a great idea, I agree.",3
"I'm not sure I understand, can you clarify?",9
"Goodbye, it was nice chatting with you.",1
"Thanks for your help, I really appreciate it.",2
"I'm experiencing some issues, can you help?",9
"Your service is terrible, I'm very disappointed.",8
"That's not what I meant, can you try again?",4
How can I improve my experience with your bot?,10
I'd like to say goodbye for now.,1
"You're doing a great job, keep it up!",7
Can you tell me more about that feature?,6
"I'm not interested in that, thanks.",4
"Hi, I'm new here, can you help me get started?",0
"Your response was unclear, can you rephrase?",9
"That sounds like a great suggestion, thanks!",3
Can we discuss something else?,5
"I appreciate your help, thank you so much!",2
"That was a great conversation, thanks for chatting with me.",1
"Hello, how are you?",0
I'm glad I stumbled upon this chatbot,7
I don't like the way this chatbot works,8
Can you tell me more about your features?,6
Thanks for your help,2
I disagree with your previous statement,4
"That's a great idea, I completely agree",3
How do I change the language?,11
See you later,1
This conversation is really interesting,5
Can you clarify what you mean by that?,9
I think you should add this feature,10
"I'm not sure about this, can you explain?",4
You're welcome,2
I'm looking forward to our next conversation,0
I'm having some issues with the chatbot,8
"That's a great question, let me explain",9
I'm happy to help,3
I don't think that's a good idea,4
What else can you do?,6
Thanks for your time,1
This is really helpful,7
I'm not sure I understand,9
I agree with you,3
"Hello, how are you?",0
"I'm good, thanks!",5
Can you help me with something?,6
I'm so frustrated with this service.,8
I love how you responded to my query!,7
"No, that's not what I meant.",4
"Yes, that's exactly what I needed.",3
Can you speak in Spanish?,11
"You were really helpful, thank you!",2
"Goodbye, have a great day!",1
I'm looking for some suggestions.,10
What can you do for me?,6
That's not clear to me.,9
I'm happy with the service.,7
"Not really, can you explain?",9
Your response was unhelpful.,8
Thanks for your help!,2
I need to change the language.,11
You're doing a great job!,7
I'm not sure I agree.,4
I think that's a great idea.,3
Can we chat about something else?,5
"I'm leaving now, bye!",1
Hello! It's nice to meet you.,0
That's a good suggestion.,10
"Hello, how are you?",0
I'd like to provide some feedback on the service.,7
Can you tell me more about your capabilities?,6
"No, I don't think that's correct.",4
"The weather is nice today, isn't it?",5
I'd like to change the language to Spanish.,11
Thank you for helping me!,2
"I'm not sure I understand, can you clarify?",9
That's a great idea!,3
"Goodbye, have a nice day!",1
I have a suggestion to improve the service.,10
I'm really happy with the service.,7
Can you do that again?,9
"No, I don't want to do that.",4
What's the purpose of this chat?,9
That sounds like a great idea!,3
I'm not sure about that.,4
"Hi, I'm new here.",0
"This is really helpful, thanks!",2
The service could be improved.,8
Can you tell me more about that?,9
I'd like to say goodbye.,1
That's not what I meant.,4
Hello! How's it going?,0
I love the new feature!,7
Hello! How are you doing today?,0
"Goodbye, I need to go now.",1
Thanks so much for your help.,2
"Yes, that makes sense.",3
"No, I don't think that's right.",4
How's the weather where you are?,5
Can you show me some jokes?,6
Great service! You're doing a fantastic job.,7
This isn't what I expected. I'm a bit disappointed.,8
Could you explain that again?,9
Maybe you could add more features in the future.,10
Can you switch to Spanish?,11
"Hello, how are you today?",0
"I'd like to change the language to Spanish, please.",11
"That's a great idea, I agree.",3
Can you tell me more about your features?,6
"I'm so grateful for your help, thank you!",2
"The service was amazing, great job!",7
"I'm not sure I understand, can you clarify?",9
"Goodbye, see you later!",1
"That's not what I meant, I disagree.",4
How's the weather today?,5
You should improve your response time.,10
"I'm not happy with the service, it's not good.",8
"Yes, I'm sure that's correct.",3
What can you do to help me?,6
"Thanks for the suggestion, I appreciate it.",2
"I'm looking for a refund, can you help?",9
"You're welcome, it was my pleasure.",2
"No, that's not what I want.",4
Can you speak French?,11
"The bot is really helpful, thanks!",7
"That's a great point, I didn't think of that.",3
Can you explain that again?,9
"Have a nice day, bye!",1
"I'm not sure, maybe later.",4
What do you think about the new feature?,5
Hi there! How can I assist you today?,0
Goodbye for now! Have a great day!,1
Thank you so much for your help!,2
"Yes, that sounds right.",3
"No, I don't agree with that.",4
"So, what did you do over the weekend?",5
What are you capable of doing?,6
"Your service has been fantastic, kudos!",7
